Interval Start Date/Time,Net Consumption (kWh),Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time,Year,Month,Day,Data Quality,Max Temp (°C),Max Temp Flag,Min Temp (°C),Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-09,27.28,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-02-09,2021.0,2.0,9.0,†,-12.0,,-22.0,,-17.0,,35.0,,0.0,,0.0,,0.0,,0.0,,6.0,,,,,
2021-02-10,43.36,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-02-10,2021.0,2.0,10.0,†,-15.0,,-22.0,,-18.5,,36.5,,0.0,,0.0,,0.0,,0.0,,5.0,,,,,
2021-02-11,50.61,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-02-11,2021.0,2.0,11.0,†,-17.0,,-23.0,,-20.0,,38.0,,0.0,,0.0,,0.0,,0.0,,5.0,,,,,
2021-02-12,48.51,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-02-12,2021.0,2.0,12.0,†,-15.0,,-23.5,,-19.3,,37.3,,0.0,,0.0,,0.0,,0.0,,5.0,,,,,
2021-02-13,37.64,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-02-13,2021.0,2.0,13.0,†,-8.0,,-18.0,,-13.0,,31.0,,0.0,,0.0,,0.0,,0.0,,5.0,,,,,
2021-02-14,24.75,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-02-14,2021.0,2.0,14.0,†,-4.5,,-12.0,,-8.3,,26.3,,0.0,,0.0,,0.0,T,0.0,T,5.0,,,,,
2021-02-15,22.45,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-02-15,2021.0,2.0,15.0,†,-4.0,,-7.0,,-5.5,,23.5,,0.0,,0.0,,1.6,,1.6,,5.0,,,,,
2021-02-16,20.41,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-02-16,2021.0,2.0,16.0,†,-1.0,,-7.5,,-4.3,,22.3,,0.0,,0.0,,1.2,,1.2,,7.0,,,,,
2021-02-17,19.39,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-02-17,2021.0,2.0,17.0,†,1.0,,-5.0,,-2.0,,20.0,,0.0,,0.0,,0.0,,0.0,,8.0,,,,,
2021-02-18,24.12,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-02-18,2021.0,2.0,18.0,†,-3.0,,-9.5,,-6.3,,24.3,,0.0,,0.0,,1.0,,1.0,,7.0,,,,,
2021-02-19,20.42,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-02-19,2021.0,2.0,19.0,†,0.0,,-6.0,,-3.0,,21.0,,0.0,,0.0,,0.0,,0.0,,8.0,,,,,
2021-02-20,15.86,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-02-20,2021.0,2.0,20.0,†,6.0,,-5.5,,0.3,,17.7,,0.0,,0.0,,0.0,,0.0,,8.0,,,,,
2021-02-21,14.71,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-02-21,2021.0,2.0,21.0,†,8.0,,1.0,,4.5,,13.5,,0.0,,0.0,,0.0,,0.0,,5.0,,,,,
2021-02-22,11.49,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-02-22,2021.0,2.0,22.0,†,8.5,,4.0,,6.3,,11.7,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
2021-02-23,13.26,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-02-23,2021.0,2.0,23.0,†,3.0,,-2.0,,0.5,,17.5,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
2021-02-24,16.31,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-02-24,2021.0,2.0,24.0,†,3.0,,-4.0,,-0.5,,18.5,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
2021-02-25,13.13,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-02-25,2021.0,2.0,25.0,†,5.0,,-0.5,,2.3,,15.7,,0.0,,0.0,,0.0,T,0.0,T,0.0,,,,,
2021-02-26,16.77,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-02-26,2021.0,2.0,26.0,†,3.5,,-2.0,,0.8,,17.2,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
2021-02-27,12.4,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-02-27,2021.0,2.0,27.0,†,3.0,,-4.0,,-0.5,,18.5,,0.0,,0.0,,2.4,,2.4,,0.0,,,,,
2021-02-28,16.51,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-02-28,2021.0,2.0,28.0,†,2.0,,-2.0,,0.0,,18.0,,0.0,,0.0,,0.0,,0.0,,2.0,,,,,
2021-03-01,10.92,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-03-01,2021.0,3.0,1.0,†,10.5,,0.5,,5.5,,12.5,,0.0,,0.0,,0.0,,0.0,,1.0,,,,,
2021-03-02,10.7,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-03-02,2021.0,3.0,2.0,†,6.0,,2.0,,4.0,,14.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
2021-03-03,12.4,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-03-03,2021.0,3.0,3.0,†,6.0,,0.0,,3.0,,15.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
2021-03-04,12.25,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-03-04,2021.0,3.0,4.0,†,11.0,,-1.5,,4.8,,13.2,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
2021-03-05,8.93,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-03-05,2021.0,3.0,5.0,†,14.0,,3.0,,8.5,,9.5,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
2021-03-06,12.19,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-03-06,2021.0,3.0,6.0,†,9.0,,2.0,,5.5,,12.5,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
2021-03-07,11.3,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-03-07,2021.0,3.0,7.0,†,8.0,,-1.0,,3.5,,14.5,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
2021-03-08,14.25,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-03-08,2021.0,3.0,8.0,†,6.0,,-4.0,,1.0,,17.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
2021-03-09,17.86,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-03-09,2021.0,3.0,9.0,†,6.5,,-5.0,,0.8,,17.2,,0.0,,0.0,,1.8,,1.8,,0.0,,,,,
2021-03-10,12.56,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-03-10,2021.0,3.0,10.0,†,3.5,,-2.0,,0.8,,17.2,,0.0,,0.0,,0.0,,0.0,,2.0,,,,,
2021-03-11,16.2,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-03-11,2021.0,3.0,11.0,†,4.5,,-8.0,,-1.8,,19.8,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
2021-03-12,13.84,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-03-12,2021.0,3.0,12.0,†,10.0,,0.0,,5.0,,13.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
2021-03-13,12.2,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-03-13,2021.0,3.0,13.0,†,10.0,,1.0,,5.5,,12.5,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
2021-03-14,13.27,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-03-14,2021.0,3.0,14.0,†,12.0,,1.5,,6.8,,11.2,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
2021-03-15,12.58,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-03-15,2021.0,3.0,15.0,†,5.0,,-3.0,,1.0,,17.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
2021-03-16,14.57,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-03-16,2021.0,3.0,16.0,†,7.0,,-5.5,,0.8,,17.2,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
2021-03-17,12.99,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-03-17,2021.0,3.0,17.0,†,11.0,,-3.0,,4.0,,14.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
2021-03-18,11.79,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-03-18,2021.0,3.0,18.0,†,15.5,,0.5,,8.0,,10.0,,0.0,,0.8,,0.0,,0.8,,0.0,,,,,
2021-03-19,16.67,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-03-19,2021.0,3.0,19.0,†,11.0,,0.0,,5.5,,12.5,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
2021-03-20,10.43,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-03-20,2021.0,3.0,20.0,†,10.0,,0.5,,5.3,,12.7,,0.0,,1.0,,0.0,,1.0,,0.0,,,,,
2021-03-21,12.09,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-03-21,2021.0,3.0,21.0,†,5.0,,-1.0,,2.0,,16.0,,0.0,,0.0,,0.0,T,0.0,T,0.0,,,,,
2021-03-22,14.52,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-03-22,2021.0,3.0,22.0,†,7.0,,0.0,,3.5,,14.5,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
2021-03-23,10.9,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-03-23,2021.0,3.0,23.0,†,9.0,,-2.0,,3.5,,14.5,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
2021-03-24,9.99,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-03-24,2021.0,3.0,24.0,†,10.0,,3.0,,6.5,,11.5,,0.0,,2.2,,0.0,,2.2,,0.0,,,,,
2021-03-25,11.36,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-03-25,2021.0,3.0,25.0,†,8.0,,1.0,,4.5,,13.5,,0.0,,0.6,,0.0,,0.6,,0.0,,,,,
2021-03-26,14.02,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-03-26,2021.0,3.0,26.0,†,7.0,,-0.5,,3.3,,14.7,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
2021-03-27,9.02,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-03-27,2021.0,3.0,27.0,†,11.0,,3.0,,7.0,,11.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
2021-03-28,10.46,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-03-28,2021.0,3.0,28.0,†,10.0,,0.0,,5.0,,13.0,,0.0,,0.0,,8.6,,8.6,,0.0,,,,,
2021-03-29,10.05,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-03-29,2021.0,3.0,29.0,†,3.0,,-6.5,,-1.8,,19.8,,0.0,,0.0,,0.0,,0.0,,8.0,,,,,
2021-03-30,14.36,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-03-30,2021.0,3.0,30.0,†,7.0,,-4.5,,1.3,,16.7,,0.0,,0.0,,0.0,,0.0,,3.0,,,,,
2021-03-31,11.75,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-03-31,2021.0,3.0,31.0,†,14.0,,-1.5,,6.3,,11.7,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
2021-04-01,10.3,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-04-01,2021.0,4.0,1.0,†,14.0,,3.0,,8.5,,9.5,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
2021-04-02,12.45,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-04-02,2021.0,4.0,2.0,†,10.0,,1.5,,5.8,,12.2,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
2021-04-03,11.81,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-04-03,2021.0,4.0,3.0,†,12.5,,1.0,,6.8,,11.2,,0.0,,0.0,,2.8,,2.8,,0.0,,,,,
2021-04-04,13.88,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-04-04,2021.0,4.0,4.0,†,7.0,,-1.0,,3.0,,15.0,,0.0,,0.0,,0.0,,0.0,,3.0,,,,,
2021-04-05,11.87,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-04-05,2021.0,4.0,5.0,†,12.0,,-3.0,,4.5,,13.5,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
2021-04-06,10.77,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-04-06,2021.0,4.0,6.0,†,14.0,,1.0,,7.5,,10.5,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
2021-04-07,10.59,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-04-07,2021.0,4.0,7.0,†,9.0,,6.5,,7.8,,10.2,,0.0,,0.0,,2.6,,2.6,,0.0,,,,,
2021-04-08,11.65,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-04-08,2021.0,4.0,8.0,†,7.0,,-2.0,,2.5,,15.5,,0.0,,0.0,,0.0,,0.0,,3.0,,,,,
2021-04-09,14.5,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-04-09,2021.0,4.0,9.0,†,7.0,,2.5,,4.8,,13.2,,0.0,,0.0,,1.0,,1.0,,0.0,,,,,
2021-04-10,10.72,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-04-10,2021.0,4.0,10.0,†,6.0,,-1.5,,2.3,,15.7,,0.0,,0.0,,0.0,,0.0,,1.0,,,,,
2021-04-11,11.2,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-04-11,2021.0,4.0,11.0,†,8.0,,-2.0,,3.0,,15.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
2021-04-12,11.59,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-04-12,2021.0,4.0,12.0,†,10.0,,-1.5,,4.3,,13.7,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
2021-04-13,14.73,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-04-13,2021.0,4.0,13.0,†,13.0,,-3.0,,5.0,,13.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
2021-04-14,8.56,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-04-14,2021.0,4.0,14.0,†,17.0,,-2.0,,7.5,,10.5,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
2021-04-15,9.11,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-04-15,2021.0,4.0,15.0,†,21.0,,0.0,,10.5,,7.5,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
2021-04-16,7.51,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-04-16,2021.0,4.0,16.0,†,22.0,,2.0,,12.0,,6.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
2021-04-17,8.35,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-04-17,2021.0,4.0,17.0,†,23.0,,4.0,,13.5,,4.5,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
2021-04-18,8.1,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-04-18,2021.0,4.0,18.0,,,,,,,,,,,,,,,,,,,,,,,
2021-04-19,11.93,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-04-19,2021.0,4.0,19.0,,,,,,,,,,,,,,,,,,,,,,,
2021-04-20,10.6,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-04-20,2021.0,4.0,20.0,,,,,,,,,,,,,,,,,,,,,,,
2021-04-21,11.19,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-04-21,2021.0,4.0,21.0,,,,,,,,,,,,,,,,,,,,,,,
2021-04-22,9.31,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-04-22,2021.0,4.0,22.0,,,,,,,,,,,,,,,,,,,,,,,
2021-04-23,9.02,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-04-23,2021.0,4.0,23.0,†,15.5,,-1.5,,7.0,,11.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
2021-04-24,9.51,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-04-24,2021.0,4.0,24.0,†,14.0,,3.5,,8.8,,9.2,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
2021-04-25,7.85,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-04-25,2021.0,4.0,25.0,†,13.0,,6.5,,9.8,,8.2,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
2021-04-26,8.97,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-04-26,2021.0,4.0,26.0,†,16.5,,2.0,,9.3,,8.7,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
2021-04-27,8.45,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-04-27,2021.0,4.0,27.0,†,14.0,,4.0,,9.0,,9.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
2021-04-28,9.52,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-04-28,2021.0,4.0,28.0,†,17.0,,5.0,,11.0,,7.0,,0.0,,3.2,,0.0,,3.2,,0.0,,,,,
2021-04-29,8.59,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-04-29,2021.0,4.0,29.0,†,14.5,,8.0,,11.3,,6.7,,0.0,,0.4,,0.0,,0.4,,0.0,,,,,
2021-04-30,11.73,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-04-30,2021.0,4.0,30.0,†,18.0,,9.0,,13.5,,4.5,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
2021-05-01,9.14,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-05-01,2021.0,5.0,1.0,†,12.5,,5.0,,8.8,,9.2,,0.0,,1.4,,0.0,,1.4,,0.0,,,,,
2021-05-02,8.7,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-05-02,2021.0,5.0,2.0,†,17.0,,1.0,,9.0,,9.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
2021-05-03,9.6,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-05-03,2021.0,5.0,3.0,†,13.0,,5.0,,9.0,,9.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
2021-05-04,8.75,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-05-04,2021.0,5.0,4.0,†,15.0,,5.5,,10.3,,7.7,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
2021-05-05,8.53,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-05-05,2021.0,5.0,5.0,†,17.0,,1.5,,9.3,,8.7,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
2021-05-06,8.2,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-05-06,2021.0,5.0,6.0,†,19.0,,11.0,,15.0,,3.0,,0.0,,1.2,,0.0,,1.2,,0.0,,,,,
2021-05-07,10.74,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-05-07,2021.0,5.0,7.0,†,10.0,,4.5,,7.3,,10.7,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
2021-05-08,8.86,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-05-08,2021.0,5.0,8.0,†,13.5,,1.5,,7.5,,10.5,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
2021-05-09,7.5,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-05-09,2021.0,5.0,9.0,†,16.0,,3.5,,9.8,,8.2,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
2021-05-10,8.52,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-05-10,2021.0,5.0,10.0,†,16.0,,4.0,,10.0,,8.0,,0.0,,0.0,T,0.0,,0.0,T,0.0,,,,,
2021-05-11,8.05,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-05-11,2021.0,5.0,11.0,†,18.0,,1.5,,9.8,,8.2,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
2021-05-12,9.26,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-05-12,2021.0,5.0,12.0,†,11.0,,8.0,,9.5,,8.5,,0.0,,1.8,,0.0,,1.8,,0.0,,,,,
2021-05-13,9.73,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-05-13,2021.0,5.0,13.0,†,20.0,,7.0,,13.5,,4.5,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
2021-05-14,8.6,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-05-14,2021.0,5.0,14.0,†,22.5,,5.5,,14.0,,4.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
2021-05-15,11.49,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-05-15,2021.0,5.0,15.0,†,24.5,,8.0,,16.3,,1.7,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
2021-05-16,9.68,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-05-16,2021.0,5.0,16.0,†,26.0,,11.0,,18.5,,0.0,,0.5,,0.0,,0.0,,0.0,,0.0,,,,,
2021-05-17,7.89,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-05-17,2021.0,5.0,17.0,†,17.0,,14.5,,15.8,,2.2,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
2021-05-18,8.8,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-05-18,2021.0,5.0,18.0,†,10.5,,3.0,,6.8,,11.2,,0.0,,0.0,T,0.0,,0.0,T,0.0,,,,,
2021-05-19,8.87,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-05-19,2021.0,5.0,19.0,†,12.0,,1.0,,6.5,,11.5,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
2021-05-20,10.45,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-05-20,2021.0,5.0,20.0,†,17.0,,3.0,,10.0,,8.0,,0.0,,1.2,,0.0,,1.2,,0.0,,,,,
2021-05-21,11.63,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-05-21,2021.0,5.0,21.0,†,20.0,,2.5,,11.3,,6.7,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
2021-05-22,9.58,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-05-22,2021.0,5.0,22.0,†,23.0,,3.5,,13.3,,4.7,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
2021-05-23,10.59,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-05-23,2021.0,5.0,23.0,†,25.0,,10.0,,17.5,,0.5,,0.0,,1.0,,0.0,,1.0,,0.0,,,,,
2021-05-24,13.25,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-05-24,2021.0,5.0,24.0,†,21.0,,11.0,,16.0,,2.0,,0.0,,0.8,,0.0,,0.8,,0.0,,,,,
2021-05-25,10.92,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-05-25,2021.0,5.0,25.0,†,21.0,,9.0,,15.0,,3.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
2021-05-26,8.58,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-05-26,2021.0,5.0,26.0,†,19.5,,8.5,,14.0,,4.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
2021-05-27,8.64,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-05-27,2021.0,5.0,27.0,†,19.0,,8.0,,13.5,,4.5,,0.0,,0.2,,0.0,,0.2,,0.0,,,,,
2021-05-28,8.28,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-05-28,2021.0,5.0,28.0,†,16.0,,7.0,,11.5,,6.5,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
2021-05-29,9.88,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-05-29,2021.0,5.0,29.0,†,21.0,,4.5,,12.8,,5.2,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
2021-05-30,12.79,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-05-30,2021.0,5.0,30.0,†,23.5,,8.0,,15.8,,2.2,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
2021-05-31,10.98,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-05-31,2021.0,5.0,31.0,†,28.5,,11.0,,19.8,,0.0,,1.8,,0.0,,0.0,,0.0,,0.0,,,,,
2021-06-01,16.45,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-06-01,2021.0,6.0,1.0,†,30.0,,15.0,,22.5,,0.0,,4.5,,0.0,,0.0,,0.0,,0.0,,,,,
2021-06-02,18.12,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-06-02,2021.0,6.0,2.0,†,32.0,,14.5,,23.3,,0.0,,5.3,,0.0,,0.0,,0.0,,0.0,,,,,
2021-06-03,14.92,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-06-03,2021.0,6.0,3.0,†,25.0,,18.0,,21.5,,0.0,,3.5,,0.0,,0.0,,0.0,,0.0,,,,,
2021-06-04,11.37,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-06-04,2021.0,6.0,4.0,†,21.0,,14.5,,17.8,,0.2,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
2021-06-05,8.44,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-06-05,2021.0,6.0,5.0,†,18.0,,10.0,,14.0,,4.0,,0.0,,4.4,,0.0,,4.4,,0.0,,,,,
2021-06-06,9.6,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-06-06,2021.0,6.0,6.0,†,15.0,,6.0,,10.5,,7.5,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
2021-06-07,9.92,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-06-07,2021.0,6.0,7.0,†,17.0,,5.0,,11.0,,7.0,,0.0,,0.6,,0.0,,0.6,,0.0,,,,,
2021-06-08,8.41,-120.17,50.63,KAMLOOPS PRATT ROAD,116C8P0,2021-06-08,2021.0,6.0,8.0,†,18.0,,3.0,,10.5,,7.5,,0.0,,2.2,,0.0,,2.2,,0.0,,,,,
